ID,Severity,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Weather_Condition
24552,3,Emeryville,Alameda,CA,63.0,,90.0,29.94,8.1,Overcast
24553,3,Oakland,Alameda,CA,63.0,,90.0,29.94,8.1,Overcast
24554,3,Vallejo,Solano,CA,62.1,,90.0,29.94,8.1,Mostly Cloudy
24555,2,Menlo Park,San Mateo,CA,64.4,,94.0,29.93,9.2,Light Rain
24556,2,Los Gatos,Santa Clara,CA,66.9,,76.0,29.94,4.6,Overcast
24557,2,Los Gatos,Santa Clara,CA,66.9,,76.0,29.94,4.6,Overcast
24558,3,Vacaville,Solano,CA,63.0,,84.0,29.94,6.9,Overcast
24559,2,Los Gatos,Santa Clara,CA,66.9,,76.0,29.94,4.6,Overcast
24560,2,Antioch,Contra Costa,CA,63.0,,84.0,29.9,4.6,Mostly Cloudy
24561,2,Santa Rosa,Sonoma,CA,61.0,,87.0,29.9,4.6,Scattered Clouds
24562,2,Sebastopol,Sonoma,CA,59.0,,93.0,29.91,8.1,Mostly Cloudy
24563,2,Pacifica,San Mateo,CA,62.6,,77.0,29.94,9.2,Mostly Cloudy
24564,3,San Pablo,Contra Costa,CA,63.0,,84.0,29.9,4.6,Mostly Cloudy
24565,2,El Sobrante,Contra Costa,CA,63.0,,81.0,29.91,,Mostly Cloudy
24566,3,Oakland,Alameda,CA,62.1,,90.0,29.95,9.2,Overcast
24567,3,Oakland,Alameda,CA,62.1,,90.0,29.95,9.2,Overcast
24568,3,Hayward,Alameda,CA,63.0,,84.0,29.94,6.9,Overcast
24569,3,Fremont,Alameda,CA,64.0,,87.0,29.94,3.5,Overcast
24570,3,Hayward,Alameda,CA,63.0,,84.0,29.94,6.9,Overcast
24571,2,Watsonville,Santa Cruz,CA,62.6,,100.0,29.96,10.4,Overcast
24572,3,Dixon,Solano,CA,62.6,,88.0,29.94,6.9,Scattered Clouds
24573,2,Gilroy,Santa Clara,CA,,,,,,
24574,2,Morgan Hill,Santa Clara,CA,,,,,,
24575,2,Gonzales,Monterey,CA,66.9,,81.0,29.96,10.4,Light Rain
24576,2,Seaside,Monterey,CA,66.0,,87.0,29.96,10.4,Light Rain
24577,3,Lodi,San Joaquin,CA,62.6,,94.0,29.95,5.8,Light Rain
24578,3,Roseville,Placer,CA,62.6,,94.0,29.95,9.2,Overcast
24579,2,Santa Rosa,Sonoma,CA,59.0,,93.0,29.94,5.8,Mostly Cloudy
24580,2,Daly City,San Mateo,CA,62.6,,77.0,29.95,5.8,Mostly Cloudy
24581,2,El Sobrante,Contra Costa,CA,63.0,,81.0,29.91,,Mostly Cloudy
24582,2,San Carlos,San Mateo,CA,62.6,,88.0,29.96,3.5,Overcast
24583,3,Vallejo,Solano,CA,61.0,,90.0,29.92,5.8,Partly Cloudy
24584,2,Concord,Contra Costa,CA,63.0,,81.0,29.91,,Mostly Cloudy
24585,2,Los Gatos,Santa Clara,CA,64.9,,84.0,29.95,5.8,Overcast
24586,2,San Jose,Santa Clara,CA,66.2,,83.0,29.96,10.4,Overcast
24587,3,San Jose,Santa Clara,CA,66.2,,83.0,29.96,10.4,Overcast
24588,2,Pope Valley,Napa,CA,59.0,,93.0,29.94,5.8,Mostly Cloudy
24589,2,Sausalito,Marin,CA,62.6,,77.0,29.95,5.8,Mostly Cloudy
24590,3,Vallejo,Solano,CA,61.0,,90.0,29.92,5.8,Partly Cloudy
24591,3,Oakland,Alameda,CA,62.1,,90.0,29.95,9.2,Overcast
24592,3,Fairfield,Solano,CA,61.0,,90.0,29.92,5.8,Partly Cloudy
24593,2,Mountain View,Santa Clara,CA,63.0,,90.0,29.96,5.8,Overcast
24594,2,Watsonville,Santa Cruz,CA,62.1,,100.0,29.97,10.4,Overcast
24595,2,Los Gatos,Santa Cruz,CA,64.9,,81.0,29.95,3.5,Overcast
24596,2,Castroville,Monterey,CA,66.0,,87.0,29.97,5.8,Overcast
24597,3,San Leandro,Alameda,CA,61.0,,83.0,29.98,3.5,Mostly Cloudy
24598,2,Santa Rosa,Sonoma,CA,59.0,,93.0,29.92,5.8,Overcast
24599,3,Fairfield,Solano,CA,60.1,,93.0,29.93,,Partly Cloudy
24600,2,Sunol,Alameda,CA,62.1,,86.0,29.94,3.5,Overcast
24601,2,Livermore,Alameda,CA,62.1,,86.0,29.94,3.5,Overcast
24602,3,Daly City,San Mateo,CA,60.8,,82.0,29.95,4.6,Scattered Clouds
24603,2,San Francisco,San Francisco,CA,62.1,,86.0,29.95,6.9,Mostly Cloudy
24604,2,Santa Clara,Santa Clara,CA,64.9,,81.0,29.95,3.5,Overcast
24605,2,Los Gatos,Santa Cruz,CA,63.0,,87.0,29.95,8.1,Overcast
24606,3,San Jose,Santa Clara,CA,64.9,,81.0,29.95,3.5,Overcast
24607,2,Moss Landing,Monterey,CA,62.1,,100.0,29.97,10.4,Overcast
24608,2,Castroville,Monterey,CA,66.0,,87.0,29.98,8.1,Overcast
24609,2,Gilroy,Santa Clara,CA,,,,,,
24610,2,Hollister,San Benito,CA,64.4,,100.0,29.98,,Overcast
24611,2,Boulder Creek,Santa Cruz,CA,63.0,,87.0,29.95,8.1,Overcast
24612,3,Elk Grove,Sacramento,CA,61.0,,93.0,29.95,3.5,Mostly Cloudy
24613,2,Santa Rosa,Sonoma,CA,59.0,,93.0,29.94,,Overcast
24614,2,Napa,Napa,CA,59.0,,90.0,29.94,4.6,Overcast
24615,3,Emeryville,Alameda,CA,62.1,,86.0,29.96,8.1,Mostly Cloudy
24616,2,Napa,Napa,CA,59.0,,90.0,29.94,4.6,Overcast
24617,2,Napa,Napa,CA,59.0,,90.0,29.94,4.6,Overcast
24618,3,San Jose,Santa Clara,CA,63.0,,87.0,29.95,8.1,Overcast
24619,2,Campbell,Santa Clara,CA,63.0,,87.0,29.95,8.1,Overcast
24620,3,San Jose,Santa Clara,CA,64.4,,83.0,29.97,5.8,Overcast
24621,2,Salinas,Monterey,CA,66.0,,87.0,29.98,8.1,Overcast
24622,2,Los Gatos,Santa Cruz,CA,63.0,,87.0,29.95,8.1,Overcast
24623,2,Los Gatos,Santa Cruz,CA,63.0,,87.0,29.95,8.1,Overcast
24624,2,Watsonville,Santa Cruz,CA,62.1,,100.0,29.97,9.2,Light Rain
24625,2,Gilroy,Santa Clara,CA,,,,,,
24626,3,North Highlands,Sacramento,CA,60.8,,94.0,29.97,9.2,Overcast
24627,2,Royal Oaks,Santa Cruz,CA,62.1,,100.0,29.98,9.2,Overcast
24628,2,Salinas,Monterey,CA,66.0,,87.0,29.98,8.1,Overcast
24629,2,Ukiah,Mendocino,CA,55.9,,90.0,29.93,4.6,Mostly Cloudy
24630,2,Nicasio,Marin,CA,55.4,,94.0,29.98,,Mostly Cloudy
24631,3,Emeryville,Alameda,CA,61.0,,90.0,29.97,4.6,Scattered Clouds
24632,2,Palo Alto,Santa Clara,CA,62.6,,94.0,29.94,9.2,Mostly Cloudy
24633,3,San Jose,Santa Clara,CA,62.1,,84.0,29.96,6.9,Overcast
24634,2,San Jose,Santa Clara,CA,64.4,,83.0,29.97,5.8,Overcast
24635,2,Cazadero,Sonoma,CA,59.0,,93.0,29.94,,Overcast
24636,2,Santa Rosa,Sonoma,CA,59.0,,93.0,29.94,,Overcast
24637,3,San Bruno,San Mateo,CA,59.0,,87.0,29.97,5.8,Scattered Clouds
24638,2,Napa,Napa,CA,60.1,,90.0,29.95,4.6,Overcast
24639,2,Los Gatos,Santa Clara,CA,62.1,,84.0,29.96,6.9,Overcast
24640,3,San Jose,Santa Clara,CA,64.4,,83.0,29.97,5.8,Overcast
24641,3,Vallejo,Solano,CA,60.1,,90.0,29.95,4.6,Overcast
24642,2,Sacramento,Sacramento,CA,60.1,,93.0,29.96,3.5,Clear
24643,2,Placerville,El Dorado,CA,53.6,,100.0,29.99,4.6,Overcast
24644,2,Belmont,San Mateo,CA,59.0,,94.0,29.98,,Partly Cloudy
24645,2,Los Gatos,Santa Clara,CA,62.1,,84.0,29.97,5.8,Overcast
24646,3,Milpitas,Santa Clara,CA,62.1,,84.0,29.97,5.8,Overcast
24647,3,South San Francisco,San Mateo,CA,60.1,,86.0,29.96,5.8,Mostly Cloudy
24648,3,Vallejo,Solano,CA,57.9,,93.0,29.96,4.6,Mist
24649,2,Fremont,Alameda,CA,57.9,,87.0,29.96,3.5,Mostly Cloudy
24650,3,San Jose,Santa Clara,CA,57.2,,94.0,29.94,,Scattered Clouds
24651,3,San Francisco,San Francisco,CA,60.1,,93.0,29.94,3.5,Overcast
24652,2,Hayward,Alameda,CA,60.1,,83.0,29.95,,Overcast
24653,2,Los Gatos,Santa Clara,CA,62.1,,80.0,29.92,,Overcast
24654,2,San Jose,Santa Clara,CA,57.2,,94.0,29.94,,Scattered Clouds
24655,2,Campbell,Santa Clara,CA,62.1,,84.0,29.92,3.5,Mostly Cloudy
24656,3,Milpitas,Santa Clara,CA,62.1,,84.0,29.92,3.5,Mostly Cloudy
24657,2,Petaluma,Sonoma,CA,53.6,,100.0,29.93,,
24658,2,San Mateo,San Mateo,CA,57.2,,94.0,29.94,,Mostly Cloudy
24659,2,San Mateo,San Mateo,CA,57.2,,100.0,29.94,,Mostly Cloudy
24660,2,Oakland,Alameda,CA,61.0,,90.0,29.92,4.6,Overcast
24661,3,Menlo Park,San Mateo,CA,57.2,,100.0,29.92,,Scattered Clouds
24662,2,Rohnert Park,Sonoma,CA,55.4,,100.0,29.94,4.6,
24663,2,Oakland,Alameda,CA,60.1,,90.0,29.92,3.5,Mostly Cloudy
24664,2,Tracy,San Joaquin,CA,57.9,,100.0,29.92,4.6,Fog
24665,3,Los Gatos,Santa Clara,CA,62.1,,86.0,29.92,5.8,Scattered Clouds
24666,3,Fremont,Alameda,CA,60.8,,100.0,29.92,,Scattered Clouds
24667,2,Antelope,Sacramento,CA,59.0,,88.0,29.94,5.8,Overcast
24668,2,Scotts Valley,Santa Cruz,CA,61.0,,100.0,29.97,6.9,Overcast
24669,2,Orinda,Contra Costa,CA,64.9,,75.0,29.88,6.9,Mostly Cloudy
24670,2,Walnut Creek,Contra Costa,CA,64.9,,75.0,29.88,6.9,Mostly Cloudy
24671,2,Los Gatos,Santa Cruz,CA,66.9,,68.0,29.94,8.1,Mostly Cloudy
24672,2,Salinas,Monterey,CA,64.9,,81.0,29.98,3.5,Partly Cloudy
24673,3,Daly City,San Mateo,CA,62.6,,82.0,29.92,13.8,Mostly Cloudy
24674,2,Gilroy,Santa Clara,CA,,,,,,
24675,2,Santa Rosa,Sonoma,CA,62.1,,75.0,29.86,10.4,Overcast
24676,2,Hollister,San Benito,CA,66.2,,100.0,29.98,4.6,Overcast
24677,2,Grass Valley,Nevada,CA,53.6,,4.0,29.95,9.2,Overcast
24678,3,Benicia,Solano,CA,68.0,,65.0,29.86,15.0,Scattered Clouds
24679,2,Sacramento,Sacramento,CA,62.6,,88.0,29.91,11.5,Overcast
24680,2,Granite Bay,Placer,CA,62.6,,88.0,29.91,11.5,Overcast
24681,2,Los Gatos,Santa Clara,CA,69.1,,58.0,29.92,6.9,Mostly Cloudy
24682,3,American Canyon,Solano,CA,64.0,,78.0,29.88,9.2,Overcast
24683,2,Morgan Hill,Santa Clara,CA,,,,,,
24684,2,Antelope,Sacramento,CA,64.4,,83.0,29.91,11.5,Overcast
24685,2,San Mateo,San Mateo,CA,68.0,,68.0,29.92,9.2,Mostly Cloudy
24686,2,Mountain View,Santa Clara,CA,72.0,,59.0,29.9,13.8,Overcast
24687,3,Vacaville,Solano,CA,68.0,,68.0,29.88,15.0,Mostly Cloudy
24688,2,Los Gatos,Santa Cruz,CA,71.1,,59.0,29.9,17.3,Mostly Cloudy
24689,3,Oakland,Alameda,CA,71.1,,66.0,29.9,17.3,Mostly Cloudy
24690,2,Lodi,San Joaquin,CA,75.9,,52.0,29.86,21.9,Mostly Cloudy
24691,2,Napa,Napa,CA,66.9,,76.0,29.82,21.9,Overcast
24692,2,Sacramento,Sacramento,CA,68.0,,73.0,29.85,12.7,Mostly Cloudy
24693,2,Placerville,El Dorado,CA,57.2,,94.0,29.9,18.4,Overcast
24694,2,San Mateo,San Mateo,CA,66.2,,73.0,29.87,18.4,Mostly Cloudy
24695,3,Livermore,Alameda,CA,69.1,,63.0,29.85,12.7,Overcast
24696,2,San Mateo,San Mateo,CA,68.0,,68.0,29.86,18.4,Mostly Cloudy
24697,2,Los Gatos,Santa Clara,CA,75.0,,46.0,29.85,19.6,Mostly Cloudy
24698,2,Sunol,Alameda,CA,72.0,,49.0,29.82,21.9,Mostly Cloudy
24699,2,Elk Grove,Sacramento,CA,71.1,,66.0,29.8,12.7,Mostly Cloudy
24700,2,Penn Valley,Nevada,CA,53.6,,9.0,29.86,11.5,Overcast
24701,2,Manteca,San Joaquin,CA,77.0,,42.0,29.81,18.4,Partly Cloudy
24702,3,Los Altos,Santa Clara,CA,70.0,,59.0,29.86,13.8,Scattered Clouds
24703,2,San Jose,Santa Clara,CA,75.0,,46.0,29.85,19.6,Mostly Cloudy
24704,2,Sacramento,Sacramento,CA,71.1,,66.0,29.8,12.7,Mostly Cloudy
24705,2,San Rafael,Marin,CA,64.4,,83.0,29.82,13.8,Overcast
24706,2,Sonoma,Sonoma,CA,64.4,,73.0,29.84,8.1,
24707,2,Carmel,Monterey,CA,73.0,,59.0,29.89,15.0,Scattered Clouds
24708,2,San Mateo,San Mateo,CA,71.6,,60.0,29.82,15.0,Mostly Cloudy
24709,2,San Jose,Santa Clara,CA,72.0,,57.0,29.85,12.7,Mostly Cloudy
24710,2,Sausalito,Marin,CA,69.8,,68.0,29.8,21.9,Mostly Cloudy
24711,3,Hayward,Alameda,CA,70.0,,61.0,29.84,16.1,Overcast
24712,3,Emeryville,Alameda,CA,70.0,,71.0,29.81,23.0,Mostly Cloudy
24713,2,San Jose,Santa Clara,CA,71.1,,61.0,29.83,10.4,Overcast
24714,2,Placerville,El Dorado,CA,60.8,,77.0,29.84,15.0,Overcast
24715,3,Berkeley,Alameda,CA,70.0,,71.0,29.81,23.0,Mostly Cloudy
24716,2,Los Gatos,Santa Clara,CA,70.0,,65.0,29.83,12.7,Overcast
24717,3,Dixon,Solano,CA,69.8,,56.0,29.79,17.3,Partly Cloudy
24718,3,San Francisco,San Francisco,CA,69.1,,75.0,29.81,20.7,Overcast
24719,3,Livermore,Alameda,CA,69.1,,65.0,29.79,15.0,Overcast
24720,3,Sacramento,Sacramento,CA,66.2,,68.0,29.77,11.5,Light Rain
24721,2,Sacramento,Sacramento,CA,66.0,,73.0,29.76,11.5,Rain
24722,3,North Highlands,Sacramento,CA,64.4,,77.0,29.78,15.0,Light Rain
24723,2,Elk Grove,Sacramento,CA,63.0,,90.0,29.8,11.5,Rain
24724,2,Martinez,Contra Costa,CA,62.1,,78.0,29.81,17.3,Rain
24725,3,Hayward,Alameda,CA,64.0,,84.0,29.81,12.7,Heavy Rain
24726,2,Los Gatos,Santa Clara,CA,68.0,,68.0,29.82,12.7,Light Rain
24727,2,San Jose,Santa Clara,CA,68.0,,68.0,29.82,12.7,Light Rain
24728,2,Sacramento,Sacramento,CA,59.0,,83.0,29.8,10.4,Light Rain
24729,2,Grass Valley,Nevada,CA,51.8,,4.0,29.82,11.5,Overcast
24730,2,Grass Valley,Nevada,CA,51.8,,4.0,29.83,11.5,Overcast
24731,3,Sacramento,Sacramento,CA,60.1,,83.0,29.79,16.1,Mostly Cloudy
24732,2,San Jose,Santa Clara,CA,66.2,,83.0,29.87,13.8,Mostly Cloudy
24733,3,Sacramento,Sacramento,CA,60.8,,77.0,29.84,11.5,Partly Cloudy
24734,2,Foresthill,Placer,CA,55.4,,94.0,29.86,9.2,Mostly Cloudy
24735,3,Sacramento,Sacramento,CA,60.1,,90.0,29.84,3.5,Partly Cloudy
24736,3,Sacramento,Sacramento,CA,60.1,,90.0,29.84,3.5,Partly Cloudy
24737,2,Orinda,Contra Costa,CA,64.0,,78.0,29.79,6.9,Overcast
24738,2,San Mateo,San Mateo,CA,64.4,,94.0,29.85,,Overcast
24739,2,Orinda,Contra Costa,CA,64.0,,78.0,29.79,6.9,Overcast
24740,2,Brooks,Yolo,CA,59.0,,82.0,29.84,8.1,Clear
24741,2,Citrus Heights,Sacramento,CA,60.8,,82.0,29.86,8.1,Clear
24742,3,Fairfield,Solano,CA,57.9,,87.0,29.81,5.8,Mostly Cloudy
24743,3,Fairfield,Solano,CA,57.0,,87.0,29.83,6.9,Scattered Clouds
24744,2,San Francisco,San Francisco,CA,63.0,,90.0,29.85,,Light Rain
24745,3,Walnut Creek,Contra Costa,CA,64.0,,78.0,29.81,4.6,Overcast
24746,3,Burlingame,San Mateo,CA,64.0,,90.0,29.86,,Overcast
24747,2,Redwood City,San Mateo,CA,62.6,,100.0,29.88,3.5,Light Rain
24748,3,San Jose,Santa Clara,CA,64.9,,84.0,29.87,9.2,Overcast
24749,3,San Jose,Santa Clara,CA,64.4,,88.0,29.87,11.5,Overcast
24750,2,San Jose,Santa Clara,CA,64.4,,88.0,29.87,11.5,Overcast
24751,3,Livermore,Alameda,CA,,,,29.87,,Light Rain
24752,3,Emeryville,Alameda,CA,64.0,,93.0,29.87,4.6,Light Drizzle
24753,2,San Lorenzo,Alameda,CA,64.0,,84.0,29.9,5.8,Overcast
24754,3,Fairfield,Solano,CA,56.8,,95.0,29.87,5.8,Overcast
24755,2,Sunnyvale,Santa Clara,CA,63.0,,97.0,29.88,3.5,Light Rain
24756,3,Cupertino,Santa Clara,CA,63.0,,97.0,29.88,3.5,Light Rain
24757,2,Mill Valley,Marin,CA,53.6,,100.0,29.86,3.5,Clear
24758,2,San Mateo,San Mateo,CA,62.6,,100.0,29.88,,Light Rain
24759,3,Tracy,Alameda,CA,,,,29.87,,Light Rain
24760,3,San Leandro,Alameda,CA,64.0,,96.0,29.87,,Overcast
24761,2,San Jose,Santa Clara,CA,64.0,,87.0,29.87,10.4,Light Rain
24762,3,San Jose,Santa Clara,CA,64.0,,87.0,29.87,10.4,Light Rain
24763,3,Union City,Alameda,CA,63.0,,87.0,29.88,3.5,Overcast
24764,3,Fairfield,Solano,CA,57.2,,100.0,29.84,4.6,Overcast
24765,3,Fremont,Alameda,CA,,,,29.88,3.5,Light Rain
24766,2,Lafayette,Contra Costa,CA,62.1,,86.0,29.81,3.5,Overcast
24767,2,Los Gatos,Santa Clara,CA,63.0,,87.0,29.85,11.5,Mostly Cloudy
24768,2,San Jose,Santa Clara,CA,64.4,,88.0,29.87,11.5,Overcast
24769,2,San Jose,Santa Clara,CA,64.4,,88.0,29.87,11.5,Overcast
24770,3,Livermore,Alameda,CA,,,,29.84,3.5,Overcast
24771,2,Concord,Contra Costa,CA,62.1,,86.0,29.81,,Overcast
24772,3,San Francisco,San Francisco,CA,64.0,,93.0,29.85,,Overcast
24773,3,San Ramon,Contra Costa,CA,,,,29.84,,Light Rain
24774,3,Pleasanton,Alameda,CA,,,,29.84,3.5,Overcast
24775,3,Emeryville,Alameda,CA,64.0,,90.0,29.85,5.8,Mostly Cloudy
24776,2,Palo Alto,San Mateo,CA,62.6,,100.0,29.85,5.8,Light Rain
24777,2,San Jose,Santa Clara,CA,63.0,,87.0,29.84,15.0,Mostly Cloudy
24778,3,Belmont,San Mateo,CA,62.6,,100.0,29.86,,Overcast
24779,3,Emeryville,Alameda,CA,63.0,,97.0,29.85,,Mostly Cloudy
24780,3,Vacaville,Solano,CA,60.1,,86.0,29.85,5.8,Mostly Cloudy
24781,3,San Jose,Santa Clara,CA,63.0,,90.0,29.85,11.5,Overcast
24782,3,Vacaville,Solano,CA,59.0,,90.0,29.85,4.6,Mostly Cloudy
24783,3,Alamo,Contra Costa,CA,62.1,,84.0,29.8,4.6,Overcast
24784,2,Lodi,San Joaquin,CA,63.0,,90.0,29.85,10.4,Light Rain
24785,2,Glen Ellen,Sonoma,CA,53.6,,100.0,29.86,,
24786,3,Newark,Alameda,CA,64.4,,94.0,29.84,4.6,Rain
24787,2,Jackson,Amador,CA,55.4,,100.0,29.89,15.0,Overcast
24788,2,San Jose,Santa Clara,CA,64.4,,88.0,29.87,12.7,Overcast
24789,2,Watsonville,Monterey,CA,62.1,,100.0,29.87,10.4,Heavy Rain
24790,2,Hollister,Santa Clara,CA,62.6,,100.0,29.88,3.5,Overcast
24791,2,Hollister,Santa Clara,CA,62.6,,100.0,29.88,3.5,Overcast
24792,3,Sacramento,Sacramento,CA,61.0,,97.0,29.83,4.6,Light Rain
24793,2,Mountain View,Santa Clara,CA,,,,29.84,9.2,Light Rain
24794,3,San Francisco,San Francisco,CA,64.9,,93.0,29.81,10.4,Overcast
24795,2,Roseville,Placer,CA,60.8,,100.0,29.84,6.9,Light Rain
24796,3,Union City,Alameda,CA,64.0,,84.0,29.84,9.2,Haze
24797,2,Los Gatos,Santa Clara,CA,64.0,,90.0,29.83,10.4,Light Rain
24798,2,San Jose,Santa Clara,CA,64.4,,94.0,29.84,12.7,Overcast
24799,2,Sacramento,Sacramento,CA,60.8,,94.0,29.83,10.4,Light Rain
24800,2,Salinas,Monterey,CA,66.9,,76.0,29.84,19.6,Overcast
24801,2,San Martin,Santa Clara,CA,,,,,,
24802,2,Sacramento,Sacramento,CA,62.6,,94.0,29.8,18.4,Overcast
24803,3,Sacramento,Sacramento,CA,63.0,,90.0,29.79,11.5,Overcast
24804,2,Manteca,San Joaquin,CA,63.0,,93.0,29.81,16.1,Light Rain
24805,3,Vacaville,Solano,CA,64.0,,80.0,29.81,9.2,Light Rain
24806,3,Sacramento,Sacramento,CA,62.6,,94.0,29.82,10.4,Light Rain
24807,2,Stockton,San Joaquin,CA,64.0,,93.0,29.8,15.0,Rain
24808,2,Stockton,San Joaquin,CA,64.0,,90.0,29.81,18.4,Light Rain
24809,2,Lodi,San Joaquin,CA,64.0,,93.0,29.8,15.0,Rain
24810,2,Santa Rosa,Sonoma,CA,64.0,,80.0,29.75,8.1,Mostly Cloudy
24811,3,Oakland,Alameda,CA,64.9,,93.0,29.81,8.1,Light Rain
24812,3,Sacramento,Sacramento,CA,63.0,,93.0,29.81,6.9,Heavy Rain
24813,3,Half Moon Bay,San Mateo,CA,59.0,,100.0,29.83,11.5,Light Rain
24814,2,Los Gatos,Santa Clara,CA,66.0,,90.0,29.8,15.0,Light Rain
24815,2,Redwood City,San Mateo,CA,64.4,,100.0,29.8,,Light Rain
24816,2,Castroville,Monterey,CA,70.0,,76.0,29.87,4.6,Overcast
24817,3,Sacramento,Sacramento,CA,62.1,,93.0,29.79,5.8,Heavy Rain
24818,2,Roseville,Placer,CA,62.6,,88.0,29.8,12.7,Rain
24819,3,Applegate,Placer,CA,57.2,,100.0,29.81,8.1,Overcast
24820,3,Pleasanton,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24821,3,Fremont,Alameda,CA,,,,29.78,6.9,Light Rain
24822,3,Pleasanton,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24823,3,Sacramento,Sacramento,CA,60.8,,88.0,29.79,12.7,Light Rain
24824,2,Auburn,Placer,CA,57.2,,100.0,29.8,16.1,Overcast
24825,2,Linden,San Joaquin,CA,64.9,,93.0,29.78,19.6,Light Rain
24826,2,Hayward,Alameda,CA,64.0,,87.0,29.8,5.8,Light Rain
24827,3,Sunol,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24828,2,Mokelumne Hill,Calaveras,CA,57.2,,100.0,29.87,9.2,Mostly Cloudy
24829,2,Burlingame,San Mateo,CA,64.0,,90.0,29.78,5.8,Rain
24830,3,Pleasanton,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24831,3,Livermore,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24832,3,Benicia,Solano,CA,63.0,,84.0,29.78,5.8,Rain
24833,2,San Martin,Santa Clara,CA,,,,,,
24834,3,Tracy,Alameda,CA,64.9,,84.0,29.76,17.3,Rain
24835,3,Sacramento,Sacramento,CA,61.0,,93.0,29.77,9.2,Heavy Rain
24836,3,Sacramento,Sacramento,CA,60.8,,94.0,29.78,11.5,Rain
24837,2,Menlo Park,San Mateo,CA,66.2,,100.0,29.77,,Rain
24838,3,San Jose,Santa Clara,CA,66.9,,81.0,29.78,16.1,Light Rain
24839,3,Roseville,Placer,CA,60.8,,94.0,29.78,11.5,Rain
24840,2,Shingle Springs,El Dorado,CA,55.4,,100.0,29.77,18.4,Overcast
24841,2,Stockton,San Joaquin,CA,66.9,,84.0,29.74,18.4,Light Rain
24842,2,San Andreas,Calaveras,CA,57.2,,100.0,29.84,11.5,Scattered Clouds
24843,3,Half Moon Bay,San Mateo,CA,59.0,,100.0,29.8,5.8,Light Rain
24844,3,Half Moon Bay,San Mateo,CA,59.0,,100.0,29.8,5.8,Light Rain
24845,3,Burlingame,San Mateo,CA,63.0,,90.0,29.76,11.5,Light Rain
24846,3,Castro Valley,Alameda,CA,64.0,,87.0,29.77,9.2,Heavy Rain
24847,2,Concord,Contra Costa,CA,63.0,,78.0,29.72,6.9,Rain
24848,3,Sacramento,Sacramento,CA,59.0,,94.0,29.77,15.0,Rain
24849,3,Danville,Contra Costa,CA,63.0,,78.0,29.72,6.9,Rain
24850,3,San Ramon,Contra Costa,CA,64.9,,87.0,29.74,17.3,Rain
24851,3,San Jose,Santa Clara,CA,66.2,,88.0,29.8,16.1,Light Rain
24852,2,Antioch,Contra Costa,CA,63.0,,78.0,29.72,6.9,Rain
24853,3,Berkeley,Alameda,CA,63.0,,97.0,29.76,11.5,Light Rain
24854,3,Castro Valley,Alameda,CA,63.0,,87.0,29.79,9.2,Light Rain
24855,3,Davis,Yolo,CA,59.0,,88.0,29.75,13.8,Mostly Cloudy
24856,3,Davis,Yolo,CA,59.0,,88.0,29.75,13.8,Mostly Cloudy
24857,2,Suisun City,Solano,CA,60.8,,88.0,29.73,13.8,Overcast
24858,3,Daly City,San Mateo,CA,64.0,,87.0,29.75,6.9,Light Rain
24859,3,South San Francisco,San Mateo,CA,64.0,,87.0,29.75,6.9,Light Rain
24860,2,Sacramento,Sacramento,CA,59.0,,94.0,29.73,12.7,Overcast
24861,3,Sacramento,Sacramento,CA,59.0,,88.0,29.75,11.5,Light Rain
24862,2,Wilton,Sacramento,CA,59.0,,94.0,29.73,12.7,Overcast
24863,2,Lodi,San Joaquin,CA,68.0,,84.0,29.72,17.3,Light Rain
24864,3,San Jose,Santa Clara,CA,66.2,,88.0,29.79,13.8,Light Rain
24865,3,San Francisco,San Francisco,CA,64.9,,81.0,29.75,17.3,Haze
24866,3,Redwood City,San Mateo,CA,64.4,,88.0,29.77,11.5,Light Rain
24867,3,Concord,Contra Costa,CA,63.0,,84.0,29.7,8.1,Light Rain
24868,2,Sacramento,Sacramento,CA,59.0,,93.0,29.72,6.9,Light Rain
24869,2,Rancho Cordova,Sacramento,CA,59.0,,94.0,29.73,12.7,Overcast
24870,2,Auburn,Nevada,CA,55.4,,94.0,29.75,11.5,Overcast
24871,3,Vallejo,Solano,CA,63.0,,87.0,29.73,15.0,Overcast
24872,3,Sacramento,Sacramento,CA,59.0,,93.0,29.72,6.9,Light Rain
24873,3,Sacramento,Sacramento,CA,59.0,,93.0,29.72,6.9,Light Rain
24874,2,Sacramento,Sacramento,CA,59.0,,93.0,29.72,6.9,Light Rain
24875,2,Sacramento,Sacramento,CA,59.0,,93.0,29.72,6.9,Light Rain
24876,2,Sacramento,Sacramento,CA,59.0,,94.0,29.72,11.5,Overcast
24877,2,Rancho Cordova,Sacramento,CA,59.0,,94.0,29.73,12.7,Overcast
24878,2,Auburn,Placer,CA,55.4,,94.0,29.75,11.5,Overcast
24879,2,Rescue,El Dorado,CA,55.4,,100.0,29.76,17.3,Overcast
24880,2,Greenwood,El Dorado,CA,55.4,,94.0,29.75,11.5,Overcast
